time (s),distance (px)
0.0,752.7668961903147
0.03333333333333333,776.073450132138
0.06666666666666667,795.5105279001655
0.1,842.0213774008354
0.13333333333333333,885.0943452536571
0.16666666666666666,917.0387123780544
0.2,937.6406561151239
0.23333333333333334,948.2615672903759
0.26666666666666666,960.7835344134495
0.3,976.418455376587
0.3333333333333333,1006.0402576437982
0.36666666666666664,1032.0198641499107
0.4,1054.24190772327
0.43333333333333335,1065.5045753069294
0.4666666666666667,1073.3484988576636
0.5,1077.5012761013325
0.5333333333333333,1077.4646165884058
0.5666666666666667,1085.3888704054414
0.6,1100.272693471941
0.6333333333333333,1113.0291999763529
0.6666666666666666,1129.3737202538405
0.7,1141.7968295629482
0.7333333333333333,1149.4076735432038
0.7666666666666667,1155.4410413344335
0.8,1161.437471412043
0.8333333333333334,750.0
0.8666666666666667,750.0
0.9,750.0
0.9333333333333333,750.0
0.9666666666666667,750.0
1.0,750.0
1.0333333333333334,750.0
1.0666666666666667,750.0
1.1,750.0
1.1333333333333333,750.0
1.1666666666666667,1193.0653795999615
1.2,1188.663535236107
1.2333333333333334,1185.828402425916
1.2666666666666666,1189.1513780843884
1.3,1187.5571565192135
1.3333333333333333,1187.1920653373656
1.3666666666666667,1184.1304826749458
1.4,1181.2705024675763
1.4333333333333333,1180.1160959837807
1.4666666666666666,1178.492681351904
1.5,1179.2476415070755
1.5333333333333334,1179.946608961609
1.5666666666666667,1177.321111676844
1.6,1178.611471181237
1.6333333333333333,1178.2130537385842
1.6666666666666667,1173.9936115669454
1.7,1173.1005924472122
1.7333333333333334,1168.871678158043
1.7666666666666666,1169.3151841997092
1.8,1174.1081721885764
1.8333333333333333,1182.2495506448713
1.8666666666666667,1180.6074707539335
1.9,1180.46939816329
1.9333333333333333,1176.5428169004306
1.9666666666666666,1174.8608428235234
2.0,1173.5902180914768
2.033333333333333,1166.8594602607461
2.066666666666667,1167.9220864424133
2.1,1174.4700932761123
2.1333333333333333,750.0
2.1666666666666665,750.0
2.2,750.0
2.2333333333333334,750.0
2.2666666666666666,750.0
2.3,750.0
2.3333333333333335,750.0
2.3666666666666667,750.0
2.4,750.0
2.433333333333333,750.0
2.466666666666667,750.0
2.5,750.0
2.533333333333333,750.0
2.566666666666667,750.0
2.6,750.0
2.6333333333333333,750.0
2.6666666666666665,750.0
2.7,750.0
2.7333333333333334,750.0
2.7666666666666666,750.0
2.8,750.0
2.8333333333333335,750.0
2.8666666666666667,750.0
2.9,874.305438619708
2.933333333333333,857.7651193654356
2.966666666666667,842.2404644755558
3.0,819.8835283136258
3.033333333333333,817.3181754983796
3.066666666666667,803.5452694154823
3.1,782.1745329528442
3.1333333333333333,750.9700393491074
3.1666666666666665,719.4755034050846
3.2,702.0113959188982
3.2333333333333334,691.3559141281718
3.2666666666666666,677.5559017527631
3.3,677.8038064218879
3.3333333333333335,666.2762189962958
3.3666666666666667,644.715441105609
3.4,623.2335035923534
3.433333333333333,606.488252153329
3.466666666666667,599.6282181485458
3.5,590.3329568980542
3.533333333333333,553.2314163168971
3.566666666666667,580.4903099966441
3.6,566.4803615307419
3.6333333333333333,565.0805252351208
3.6666666666666665,612.2221818915091
3.7,651.5519933205638
3.7333333333333334,654.9656479541503
3.7666666666666666,644.3616996687497
3.8,658.6448208253064
3.8333333333333335,625.4318508039065
3.8666666666666667,599.9083263299485
3.9,582.8979327463771
3.933333333333333,603.252849143707
3.966666666666667,605.8976811310636
4.0,608.0370054527931
4.033333333333333,605.2478831024525
4.066666666666666,604.7024061470237
4.1,571.2241241404288
4.133333333333334,523.8940732629069
4.166666666666667,493.3153149862672
4.2,469.6913880411264
4.233333333333333,448.84964074843595
4.266666666666667,451.29701971096597
4.3,442.7392008846743
4.333333333333333,383.29362113137233
4.366666666666666,351.35309874825356
4.4,333.56858365259757
4.433333333333334,293.63923443572725
4.466666666666667,272.5472436110848
4.5,238.0756182392477
4.533333333333333,238.2120903732638
4.566666666666666,231.07790893982056
4.6,214.55302374937528
4.633333333333334,191.23022773609824
4.666666666666667,166.20770138594662
4.7,156.33937443907084
4.733333333333333,143.55835050598765
4.766666666666667,142.41137595009747
4.8,151.40013210033868
4.833333333333333,161.4094173212951
4.866666666666666,181.06904760339356
4.9,205.30221625691235
4.933333333333334,240.18534509832193
4.966666666666667,277.91365565585295
5.0,317.0141952657641
5.033333333333333,346.56024007378574
5.066666666666666,357.1120272407526
5.1,368.099171419877
5.133333333333334,376.19276973381614
5.166666666666667,384.08853146117235
5.2,382.0117799230804
5.233333333333333,381.69359439215117
5.266666666666667,375.4703716673261
5.3,382.51405202946466
5.333333333333333,373.3537196814838
5.366666666666666,365.6364314452268
5.4,362.42792386900874
5.433333333333334,341.2565017695634
5.466666666666667,327.00611615075337
5.5,294.11052344314373
5.533333333333333,270.60118255469615
5.566666666666666,750.0
5.6,750.0
5.633333333333334,750.0
5.666666666666667,750.0
5.7,750.0
5.733333333333333,750.0
5.766666666666667,750.0
5.8,750.0
5.833333333333333,750.0
5.866666666666666,750.0
5.9,750.0
5.933333333333334,750.0
5.966666666666667,750.0
6.0,750.0
6.033333333333333,750.0
6.066666666666666,750.0
6.1,750.0
6.133333333333334,750.0
6.166666666666667,750.0
6.2,750.0
6.233333333333333,750.0
6.266666666666667,750.0
6.3,750.0
6.333333333333333,750.0
6.366666666666666,750.0
6.4,750.0
6.433333333333334,750.0
6.466666666666667,750.0
6.5,750.0
6.533333333333333,750.0
6.566666666666666,750.0
6.6,750.0
6.633333333333334,750.0
6.666666666666667,750.0
6.7,750.0
6.733333333333333,750.0
6.766666666666667,750.0
6.8,750.0
6.833333333333333,750.0
6.866666666666666,750.0
6.9,750.0
6.933333333333334,750.0
6.966666666666667,750.0
7.0,750.0
7.033333333333333,750.0
7.066666666666666,750.0
7.1,750.0
7.133333333333334,750.0
7.166666666666667,750.0
7.2,750.0
7.233333333333333,750.0
7.266666666666667,750.0
7.3,750.0
7.333333333333333,750.0
7.366666666666666,750.0
7.4,750.0
7.433333333333334,750.0
7.466666666666667,750.0
7.5,750.0
7.533333333333333,750.0
7.566666666666666,750.0
7.6,750.0
7.633333333333334,750.0
7.666666666666667,750.0
7.7,750.0
7.733333333333333,750.0
7.766666666666667,750.0
7.8,750.0
7.833333333333333,750.0
7.866666666666666,750.0
7.9,750.0
7.933333333333334,750.0
7.966666666666667,750.0
8.0,750.0
8.033333333333333,750.0
8.066666666666666,750.0
8.1,750.0
8.133333333333333,750.0
8.166666666666666,750.0
8.2,750.0
8.233333333333333,750.0
8.266666666666667,750.0
8.3,750.0
8.333333333333334,750.0
8.366666666666667,750.0
8.4,750.0
8.433333333333334,750.0
8.466666666666667,750.0
8.5,750.0
8.533333333333333,750.0
8.566666666666666,750.0
8.6,750.0
8.633333333333333,750.0
8.666666666666666,750.0
8.7,750.0
8.733333333333333,750.0
8.766666666666667,750.0
8.8,750.0
8.833333333333334,750.0
8.866666666666667,750.0
8.9,750.0
8.933333333333334,750.0
8.966666666666667,750.0
9.0,750.0
9.033333333333333,750.0
9.066666666666666,750.0
9.1,750.0
9.133333333333333,750.0
9.166666666666666,750.0
9.2,750.0
9.233333333333333,750.0
9.266666666666667,750.0
9.3,750.0
9.333333333333334,750.0
9.366666666666667,750.0
9.4,750.0
9.433333333333334,750.0
9.466666666666667,750.0
9.5,750.0
9.533333333333333,750.0
9.566666666666666,750.0
9.6,750.0
9.633333333333333,750.0
9.666666666666666,750.0
9.7,750.0
9.733333333333333,369.10973977937783
9.766666666666667,395.37956446938426
9.8,750.0
9.833333333333334,750.0
9.866666666666667,750.0
9.9,750.0
9.933333333333334,750.0
9.966666666666667,750.0
10.0,750.0
10.033333333333333,750.0
10.066666666666666,750.0
10.1,750.0
10.133333333333333,750.0
10.166666666666666,750.0
10.2,750.0
10.233333333333333,750.0
10.266666666666667,750.0
10.3,750.0
10.333333333333334,750.0
10.366666666666667,750.0
10.4,938.2819405701039
10.433333333333334,750.0
10.466666666666667,750.0
10.5,750.0
10.533333333333333,1003.8969070576918
10.566666666666666,750.0
10.6,750.0
10.633333333333333,750.0
10.666666666666666,750.0
10.7,750.0
10.733333333333333,750.0
10.766666666666667,750.0
10.8,750.0
10.833333333333334,750.0
10.866666666666667,750.0
10.9,750.0
10.933333333333334,750.0
10.966666666666667,750.0
11.0,750.0
11.033333333333333,750.0
11.066666666666666,750.0
11.1,750.0
11.133333333333333,750.0
11.166666666666666,750.0
11.2,750.0
11.233333333333333,750.0
11.266666666666667,750.0
11.3,750.0
11.333333333333334,750.0
11.366666666666667,750.0
11.4,750.0
11.433333333333334,750.0
11.466666666666667,750.0
11.5,750.0
11.533333333333333,750.0
11.566666666666666,750.0
11.6,750.0
11.633333333333333,750.0
11.666666666666666,750.0
11.7,750.0
11.733333333333333,750.0
11.766666666666667,750.0
11.8,750.0
11.833333333333334,750.0
11.866666666666667,750.0
11.9,750.0
11.933333333333334,750.0
11.966666666666667,750.0
12.0,750.0
12.033333333333333,750.0
12.066666666666666,750.0
12.1,750.0
12.133333333333333,750.0
12.166666666666666,750.0
12.2,750.0
12.233333333333333,750.0
12.266666666666667,750.0
12.3,750.0
12.333333333333334,750.0
12.366666666666667,750.0
12.4,750.0
12.433333333333334,750.0
12.466666666666667,750.0
12.5,750.0
12.533333333333333,750.0
12.566666666666666,750.0
12.6,750.0
12.633333333333333,750.0
12.666666666666666,750.0
12.7,750.0
12.733333333333333,750.0
12.766666666666667,750.0
12.8,750.0
12.833333333333334,750.0
12.866666666666667,750.0
12.9,750.0
12.933333333333334,750.0
12.966666666666667,750.0
13.0,750.0
13.033333333333333,750.0
13.066666666666666,750.0
13.1,750.0
13.133333333333333,750.0
13.166666666666666,750.0
13.2,750.0
13.233333333333333,750.0
13.266666666666667,750.0
13.3,750.0
13.333333333333334,750.0
13.366666666666667,750.0
13.4,750.0
13.433333333333334,750.0
13.466666666666667,750.0
13.5,750.0
13.533333333333333,750.0
13.566666666666666,750.0
13.6,750.0
13.633333333333333,750.0
13.666666666666666,750.0
13.7,750.0
13.733333333333333,750.0
13.766666666666667,750.0
13.8,750.0
13.833333333333334,750.0
13.866666666666667,750.0
13.9,750.0
13.933333333333334,750.0
13.966666666666667,750.0
14.0,750.0
14.033333333333333,750.0
14.066666666666666,750.0
14.1,750.0
14.133333333333333,750.0
14.166666666666666,750.0
14.2,750.0
14.233333333333333,750.0
14.266666666666667,750.0
14.3,750.0
14.333333333333334,750.0
14.366666666666667,750.0
14.4,750.0
14.433333333333334,750.0
14.466666666666667,750.0
14.5,750.0
14.533333333333333,750.0
14.566666666666666,750.0
14.6,750.0
14.633333333333333,750.0
14.666666666666666,750.0
14.7,750.0
14.733333333333333,750.0
14.766666666666667,750.0
14.8,750.0
14.833333333333334,750.0
14.866666666666667,750.0
14.9,750.0
14.933333333333334,750.0
14.966666666666667,750.0
15.0,750.0
15.033333333333333,750.0
15.066666666666666,750.0
15.1,750.0
15.133333333333333,750.0
15.166666666666666,750.0
15.2,750.0
15.233333333333333,750.0
15.266666666666667,750.0
15.3,798.5912596566532
15.333333333333334,750.0
15.366666666666667,750.0
15.4,750.0
15.433333333333334,750.0
15.466666666666667,750.0
15.5,750.0
15.533333333333333,750.0
15.566666666666666,750.0
15.6,750.0
15.633333333333333,750.0
15.666666666666666,750.0
15.7,750.0
15.733333333333333,750.0
15.766666666666667,750.0
15.8,750.0
15.833333333333334,750.0
15.866666666666667,750.0
15.9,750.0
15.933333333333334,651.7929118976364
15.966666666666667,750.0
16.0,658.9840665752093
16.033333333333335,750.0
16.066666666666666,750.0
16.1,750.0
16.133333333333333,750.0
16.166666666666668,750.0
16.2,750.0
16.233333333333334,750.0
